station_id,p,d,q,P,D,Q,S,AIC
02111,1,0,1,2,1,0,24,96900.343
02112,1,0,1,2,1,0,24,92028.437
02116,1,0,1,2,1,0,24,88514.237
02122,1,0,1,2,1,0,24,81811.781
02128,1,0,1,2,1,0,24,76033.441
02129,1,0,1,2,1,0,24,68043.089
02130,1,0,1,2,1,0,24,51747.384
02139,1,0,2,2,1,0,24,78094.277
02143,1,0,1,2,1,0,24,63010.856
02148,1,0,2,2,1,0,24,85720.003
02159,2,0,2,2,1,0,24,61386.277
02171,1,0,1,2,1,0,24,106034.838
