RENT_DATE,RENT_TIME,RENT_ID,CNT
20210701,0,02111,3
20210701,0,02112,4
20210701,0,02122,1
20210701,0,02129,1
20210701,0,02139,2
20210701,0,02143,1
20210701,0,02148,3
20210701,0,02159,1
20210701,0,02171,2
20210701,0,02178,1
20210701,0,02179,2
20210701,0,02185,1
20210701,0,02186,1
20210701,0,02198,1
20210701,1,02139,1
20210701,1,02143,1
20210701,1,02148,1
20210701,1,02171,1
20210701,1,02179,1
20210701,1,02186,1
20210701,1,03310,1
20210701,10,02111,2
20210701,10,02116,2
20210701,10,02122,1
20210701,10,02139,1
20210701,10,02143,1
20210701,10,02148,1
20210701,10,02159,1
20210701,10,02171,1
20210701,10,02172,1
20210701,10,02179,1
20210701,10,03310,3
20210701,10,03311,2
20210701,11,02111,1
20210701,11,02112,1
20210701,11,02128,1
20210701,11,02129,1
20210701,11,02159,2
20210701,11,02171,2
20210701,11,02172,2
20210701,11,02179,3
20210701,11,02185,1
20210701,11,02186,1
20210701,11,02198,2
20210701,11,03311,2
20210701,11,03802,1
20210701,12,02112,2
20210701,12,02116,1
20210701,12,02128,2
20210701,12,02129,1
20210701,12,02130,1
20210701,12,02148,1
20210701,12,02178,1
20210701,12,02179,2
20210701,12,02185,3
20210701,12,02186,2
20210701,12,02191,1
20210701,12,02199,2
20210701,12,03310,1
20210701,13,02111,2
20210701,13,02112,2
20210701,13,02122,2
20210701,13,02129,1
20210701,13,02139,1
20210701,13,02148,3
20210701,13,02159,1
20210701,13,02171,2
20210701,13,02178,1
20210701,13,02179,2
20210701,13,02185,2
20210701,13,02186,1
20210701,13,02191,2
20210701,13,02198,4
20210701,13,03311,2
20210701,14,02111,4
20210701,14,02112,1
20210701,14,02129,1
20210701,14,02130,2
20210701,14,02143,1
20210701,14,02148,1
20210701,14,02159,1
20210701,14,02171,1
20210701,14,02172,2
20210701,14,02179,4
20210701,14,02191,2
20210701,14,02198,1
20210701,14,02199,1
20210701,14,03310,1
20210701,14,03311,2
20210701,15,02111,1
20210701,15,02112,1
20210701,15,02116,2
20210701,15,02129,2
20210701,15,02139,2
20210701,15,02148,3
20210701,15,02159,1
20210701,15,02171,6
20210701,15,02178,2
20210701,15,02179,1
20210701,15,02185,1
20210701,15,02191,1
20210701,15,02198,3
