RENT_DATE,RENT_TIME,RENT_ID,CNT
20231101,0,02111,1
20231101,0,02112,2
20231101,0,02116,1
20231101,0,02129,1
20231101,0,02143,2
20231101,0,02148,2
20231101,0,02159,1
20231101,0,02171,2
20231101,0,02172,1
20231101,0,02179,1
20231101,0,02185,2
20231101,0,02191,5
20231101,0,03311,1
20231101,1,02112,1
20231101,1,02143,1
20231101,1,02171,2
20231101,1,02178,2
20231101,1,02179,2
20231101,1,02186,1
20231101,1,02191,1
20231101,1,02198,2
20231101,10,02111,2
20231101,10,02112,1
20231101,10,02116,1
20231101,10,02122,2
20231101,10,02128,1
20231101,10,02129,1
20231101,10,02143,1
20231101,10,02148,1
20231101,10,02171,2
20231101,10,02185,1
20231101,10,02191,2
20231101,10,02198,2
20231101,10,03311,4
20231101,10,03802,1
20231101,11,02111,3
20231101,11,02112,2
20231101,11,02129,4
20231101,11,02130,1
20231101,11,02139,1
20231101,11,02143,1
20231101,11,02148,2
20231101,11,02171,4
20231101,11,02172,3
20231101,11,02179,2
20231101,11,02185,2
20231101,11,02191,3
20231101,11,02198,1
20231101,11,03311,2
20231101,12,02111,6
20231101,12,02112,3
20231101,12,02116,1
20231101,12,02122,2
20231101,12,02130,1
20231101,12,02139,1
20231101,12,02148,1
20231101,12,02171,3
20231101,12,02172,2
20231101,12,02178,4
20231101,12,02191,6
20231101,12,02199,1
20231101,12,03311,2
20231101,13,02111,2
20231101,13,02112,4
20231101,13,02122,1
20231101,13,02129,1
20231101,13,02139,1
20231101,13,02148,2
20231101,13,02171,5
20231101,13,02172,3
20231101,13,02178,3
20231101,13,02179,3
20231101,13,02185,4
20231101,13,02191,2
20231101,13,02198,1
20231101,13,03311,2
20231101,14,02111,4
20231101,14,02112,1
20231101,14,02122,2
20231101,14,02129,2
20231101,14,02148,2
20231101,14,02171,4
20231101,14,02172,2
20231101,14,02178,1
20231101,14,02179,1
20231101,14,02185,1
20231101,14,02191,1
20231101,14,02198,1
20231101,14,03311,3
20231101,15,02111,5
20231101,15,02112,2
20231101,15,02116,1
20231101,15,02122,2
20231101,15,02128,1
20231101,15,02129,1
20231101,15,02139,1
20231101,15,02148,5
20231101,15,02159,1
20231101,15,02171,4
20231101,15,02172,2
20231101,15,02178,2
20231101,15,02179,4
20231101,15,02185,1
20231101,15,02191,4
20231101,15,02198,2
20231101,15,02199,1
20231101,15,03311,7
20231101,15,03802,1
20231101,16,02111,1
20231101,16,02112,1
20231101,16,02116,3
20231101,16,02122,2
20231101,16,02130,1
20231101,16,02139,2
20231101,16,02143,1
20231101,16,02171,6
20231101,16,02172,1
20231101,16,02178,3
20231101,16,02179,3
20231101,16,02185,2
20231101,16,02186,2
20231101,16,02191,2
20231101,16,02198,5
