DATE,TIME,RENT_ID,AVAILABLE
20240201,0,2111,4
20240201,0,2112,5
20240201,0,2116,0
20240201,0,2122,4
20240201,0,2128,2
20240201,0,2129,0
20240201,0,2130,2
20240201,0,2139,0
20240201,0,2143,0
20240201,0,2148,2
20240201,0,2159,1
20240201,0,2171,2
20240201,0,2172,0
20240201,0,2178,0
20240201,0,2179,0
20240201,0,2185,3
20240201,0,2186,5
20240201,0,2191,5
20240201,0,2198,2
20240201,0,2199,5
20240201,0,3310,0
20240201,0,3311,1
20240201,0,3802,0
20240201,1,2111,2
20240201,1,2112,5
20240201,1,2116,0
20240201,1,2122,4
20240201,1,2128,2
20240201,1,2129,0
20240201,1,2130,2
20240201,1,2139,0
20240201,1,2143,0
20240201,1,2148,1
20240201,1,2159,1
20240201,1,2171,2
20240201,1,2172,0
20240201,1,2178,0
20240201,1,2179,1
20240201,1,2185,3
20240201,1,2186,5
20240201,1,2191,4
20240201,1,2198,4
20240201,1,2199,5
20240201,1,3310,0
20240201,1,3311,1
20240201,1,3802,0
20240201,2,2111,1
20240201,2,2112,4
20240201,2,2116,0
20240201,2,2122,4
20240201,2,2128,2
20240201,2,2129,0
20240201,2,2130,2
20240201,2,2139,0
20240201,2,2143,0
20240201,2,2148,1
20240201,2,2159,2
20240201,2,2171,1
20240201,2,2172,0
20240201,2,2178,0
20240201,2,2179,3
20240201,2,2185,2
20240201,2,2186,3
20240201,2,2191,3
20240201,2,2198,4
20240201,2,2199,4
20240201,2,3310,1
20240201,2,3311,0
20240201,2,3802,0
20240201,3,2111,0
20240201,3,2112,2
20240201,3,2116,0
20240201,3,2122,4
20240201,3,2128,2
20240201,3,2129,0
20240201,3,2130,2
20240201,3,2139,2
20240201,3,2143,0
20240201,3,2148,2
20240201,3,2159,2
20240201,3,2171,1
20240201,3,2172,0
20240201,3,2178,0
20240201,3,2179,2
20240201,3,2185,2
20240201,3,2186,3
20240201,3,2191,7
20240201,3,2198,4
20240201,3,2199,7
20240201,3,3310,1
20240201,3,3311,0
20240201,3,3802,0
20240201,4,2111,0
20240201,4,2112,2
20240201,4,2116,0
20240201,4,2122,4
20240201,4,2128,2
20240201,4,2129,0
20240201,4,2130,2
20240201,4,2139,2
20240201,4,2143,0
20240201,4,2148,1
20240201,4,2159,2
20240201,4,2171,1
20240201,4,2172,0
20240201,4,2178,0
20240201,4,2179,3
20240201,4,2185,2
20240201,4,2186,3
20240201,4,2191,7
20240201,4,2198,3
20240201,4,2199,7
20240201,4,3310,0
20240201,4,3311,0
20240201,4,3802,0
20240201,5,2111,0
20240201,5,2112,2
20240201,5,2116,0
20240201,5,2122,4
20240201,5,2128,2
20240201,5,2129,0
20240201,5,2130,2
20240201,5,2139,2
20240201,5,2143,0
20240201,5,2148,1
20240201,5,2159,2
20240201,5,2171,1
20240201,5,2172,0
20240201,5,2178,0
20240201,5,2179,3
20240201,5,2185,2
20240201,5,2186,3
20240201,5,2191,8
20240201,5,2198,2
20240201,5,2199,5
20240201,5,3310,0
20240201,5,3311,0
20240201,5,3802,0
20240201,6,2111,0
20240201,6,2112,2
20240201,6,2116,0
20240201,6,2122,3
20240201,6,2128,2
20240201,6,2129,0
20240201,6,2130,2
